Assay1 Amplitude,Assay2 Amplitude,Cluster
1252.43579,1349.72083,1
1252.67883,1397.46118,1
1252.03333,1498.91,1
1252.71606,1478.55737,1
1253.71167,1321.87036,1
1253.15869,1526.9043,1
1253.08618,1473.1925,1
1253.50854,1509.01,1
1253.23743,1391.01941,1
1253.52881,1421.56262,1
1253.73059,1353.04028,1
1253.8335,1385.41748,1
1253.16711,1407.51941,1
1253.92725,1408.51379,1
1253.825,1473.873,1
1253.27161,1348.15845,1
1253.39014,1466.22729,1
1253.41309,1399.37756,1
1253.0979,1434.56677,1
1253.01355,1464.32068,1
1253.28235,1414.34314,1
1253.94421,1365.27136,1
1253.77625,1377.08215,1
1253.125,1370.67737,1
1253.57764,1471.41785,1
1253.94519,1504.70984,1
1253.731,1416.08313,1
1253.91711,1441.86658,1
1254.3468,1402.23926,1
1254.0343,1382.90955,1
1254.36951,1507.19775,1
1254.00891,1330.8363,1
1254.0542,1421.329,1
1254.314,1424.4718,1
1254.73547,1335.76086,1
1254.23254,1407.27307,1
1254.73193,1421.74573,1
1254.24072,1407.90393,1
1255.8833,1474.62036,1
1255.71863,1495.65869,1
1255.9707,1407.97852,1
1255.57959,1352.38647,1
1255.73914,1384.205,1
1255.942,1365.49023,1
1255.64453,1431.44092,1
1255.86292,1498.35938,1
1255.23767,1429.58386,1
1255.45,1440.7074,1
1255.10864,1429.21655,1
1255.97144,1336.56335,1
1255.89954,1375.66675,1
1255.52625,1488.65161,1
1255.43274,1437.77625,1
1255.47668,1328.79993,1
1255.0874,1477.12866,1
1255.359,1383.77466,1
1255.96729,1491.30786,1
1255.61108,1327.63281,1
1255.853,1526.70459,1
1255.95776,1326.2821,1
1256.71924,1475.35217,1
1256.428,1400.58459,1
1256.30261,1412.713,1
1256.57043,1264.60352,1
1256.0752,1514.448,1
1256.32471,1395.24756,1
1256.97083,1508.97607,1
1256.48291,1478.79639,1
1256.33447,1441.80371,1
1256.742,1360.99121,1
1256.87488,1399.73083,1
1256.36316,1393.60364,1
1256.15588,1407.43811,1
1256.90308,1310.15271,1
1256.71716,1391.213,1
1256.44812,1459.92834,1
1256.80225,1452.33972,1
1256.25623,1410.944,1
1256.67444,1370.04871,1
1256.57715,1450.68677,1
1257.483,1503.59229,1
1257.59265,1470.813,1
1257.30847,1488.63989,1
1257.2135,1446.4541,1
1257.09155,1349.35168,1
1257.2428,1399.65808,1
1257.80518,1471.12952,1
1257.32312,1398.2157,1
1257.78577,1507.70313,1
1257.55872,1458.53528,1
1257.9104,1395.60229,1
1257.63293,1347.23267,1
1257.48523,1367.24292,1
1257.20862,1397.23682,1
1257.85425,1437.02881,1
1257.94775,1366.37268,1
1257.82568,1409.44336,1
1257.04333,1468.39063,1
1257.613,1270.60083,1
1257.79773,1377.80994,1
1257.76172,1427.032,1
1257.48633,1363.55322,1
1257.43237,1376.5332,1
1257.29272,1518.66077,1
1258.62744,1420.60583,1
1258.48035,1448.90991,1
1258.32507,1476.75757,1
1258.22827,1445.08887,1
1258.82776,1378.81238,1
1258.73364,1478.39941,1
1258.515,1443.82666,1
1258.86792,1397.02441,1
1258.565,1355.15674,1
1258.29541,1435.88977,1
1258.926,1455.53906,1
1258.30994,1420.3396,1
1258.22034,1374.41711,1
1258.20325,1414.66,1
1258.69421,1578.12659,1
1258.945,1351.91663,1
1258.10217,1326.57764,1
1258.08533,1535.1427,1
1258.59106,1399.469,1
1258.42761,1383.89893,1
1258.399,1356.17407,1
1258.259,1424.32117,1
1258.91284,1425.67871,1
1258.16724,1413.95581,1
1258.73889,1428.71045,1
1258.62671,1398.63184,1
1258.13037,1375.321,1
1258.32166,1386.49561,1
1258.03967,1378.50867,1
1258.15137,1293.07239,1
1258.921,1469.061,1
1258.10217,1371.45142,1
1259.79688,1404.28223,1
1259.09241,1498.4425,1
1259.01672,1456.38721,1
1259.04541,1399.937,1
1259.1759,1471.3324,1
1259.97559,1420.97339,1
1259.35925,1386.2052,1
1259.57275,1331.34839,1
1259.53125,1355.98975,1
